dataset,model,outlier,run,seed,score
pol,mlp,None,2,44,0.97670
pol,mlp,None,3,45,0.98612
pol,mlp,None,4,46,0.98116
pol,mlp,ZScore,0,42,0.87952
pol,mlp,ZScore,1,43,0.88002
pol,mlp,ZScore,2,44,0.87357
pol,mlp,ZScore,3,45,0.87258
pol,mlp,ZScore,4,46,0.87308
pol,mlp,IsolationForest,0,42,0.97918
pol,mlp,IsolationForest,1,43,0.98215
pol,mlp,IsolationForest,2,44,0.98017
pol,mlp,IsolationForest,3,45,0.98364
pol,mlp,IsolationForest,4,46,0.98116
pol,mlp,IQR,0,42,0.64006
pol,mlp,IQR,1,43,0.60238
pol,mlp,IQR,2,44,0.60337
pol,mlp,IQR,3,45,0.60982
pol,mlp,IQR,4,46,0.59296
pol,xgboost,None,0,42,0.97769
pol,xgboost,None,1,43,0.98066
pol,xgboost,None,2,44,0.98116
pol,xgboost,None,3,45,0.97868
pol,xgboost,None,4,46,0.98612
pol,xgboost,ZScore,0,42,0.87853
pol,xgboost,ZScore,1,43,0.89688
pol,xgboost,ZScore,2,44,0.88052
pol,xgboost,ZScore,3,45,0.88448
pol,xgboost,ZScore,4,46,0.89043
pol,xgboost,IsolationForest,0,42,0.97769
pol,xgboost,IsolationForest,1,43,0.97918
pol,xgboost,IsolationForest,2,44,0.97967
pol,xgboost,IsolationForest,3,45,0.97620
pol,xgboost,IsolationForest,4,46,0.98265
pol,xgboost,IQR,0,42,0.69261
pol,xgboost,IQR,1,43,0.69013
pol,xgboost,IQR,2,44,0.68964
pol,xgboost,IQR,3,45,0.69063
pol,xgboost,IQR,4,46,0.69013
pol,randomforest,None,0,42,0.97819
pol,randomforest,None,1,43,0.97819
pol,randomforest,None,2,44,0.97918
pol,randomforest,None,3,45,0.97620
pol,randomforest,None,4,46,0.98314
pol,randomforest,ZScore,0,42,0.88448
pol,randomforest,ZScore,1,43,0.89638
pol,randomforest,ZScore,2,44,0.88894
pol,randomforest,ZScore,3,45,0.88349
pol,randomforest,ZScore,4,46,0.90134
pol,randomforest,IsolationForest,0,42,0.97918
pol,randomforest,IsolationForest,1,43,0.97918
pol,randomforest,IsolationForest,2,44,0.98017
pol,randomforest,IsolationForest,3,45,0.97571
pol,randomforest,IsolationForest,4,46,0.97769
pol,randomforest,IQR,0,42,0.67080
pol,randomforest,IQR,1,43,0.65791
pol,randomforest,IQR,2,44,0.68666
pol,randomforest,IQR,3,45,0.68914
pol,randomforest,IQR,4,46,0.67030
socmob,mlp,None,0,42,1094.88729
socmob,mlp,None,1,43,1297.98702
socmob,mlp,None,2,44,1149.82176
socmob,mlp,None,3,45,1224.00568
socmob,mlp,None,4,46,1148.38036
socmob,mlp,ZScore,0,42,1129.43689
socmob,mlp,ZScore,1,43,1614.17878
socmob,mlp,ZScore,2,44,1149.46684
socmob,mlp,ZScore,3,45,1302.68774
socmob,mlp,ZScore,4,46,1138.11976
socmob,mlp,IsolationForest,0,42,1584.26072
socmob,mlp,IsolationForest,1,43,1561.82416
socmob,mlp,IsolationForest,2,44,1633.47007
socmob,mlp,IsolationForest,3,45,1630.64110
socmob,mlp,IsolationForest,4,46,1662.01798
socmob,mlp,IQR,0,42,1561.73653
socmob,mlp,IQR,1,43,1690.80699
socmob,mlp,IQR,2,44,1694.53578
socmob,mlp,IQR,3,45,1677.89121
socmob,mlp,IQR,4,46,1650.02930
socmob,xgboost,None,0,42,1080.39551
socmob,xgboost,None,1,43,1473.70044
socmob,xgboost,None,2,44,1204.27605
socmob,xgboost,None,3,45,1278.94037
socmob,xgboost,None,4,46,1095.71228
socmob,xgboost,ZScore,0,42,1271.00739
socmob,xgboost,ZScore,1,43,1612.69934
socmob,xgboost,ZScore,2,44,1347.79612
socmob,xgboost,ZScore,3,45,1562.63390
socmob,xgboost,ZScore,4,46,1089.30859
socmob,xgboost,IsolationForest,0,42,1503.30860
socmob,xgboost,IsolationForest,1,43,1658.54801
socmob,xgboost,IsolationForest,2,44,1698.03265
socmob,xgboost,IsolationForest,3,45,1585.95009
socmob,xgboost,IsolationForest,4,46,1295.98630
socmob,xgboost,IQR,0,42,1594.62172
socmob,xgboost,IQR,1,43,1798.24723
socmob,xgboost,IQR,2,44,1738.13422
socmob,xgboost,IQR,3,45,1731.88961
socmob,xgboost,IQR,4,46,1537.88895
socmob,randomforest,None,0,42,1211.57752
socmob,randomforest,None,1,43,1807.83468
socmob,randomforest,None,2,44,1298.47929
socmob,randomforest,None,3,45,1790.66769
socmob,randomforest,None,4,46,1422.21247
socmob,randomforest,ZScore,0,42,1196.43753
socmob,randomforest,ZScore,1,43,1914.48558
socmob,randomforest,ZScore,2,44,1482.11411
socmob,randomforest,ZScore,3,45,1864.46455
socmob,randomforest,ZScore,4,46,1538.67962
socmob,randomforest,IsolationForest,0,42,1932.63246
socmob,randomforest,IsolationForest,1,43,1928.28624
socmob,randomforest,IsolationForest,2,44,1881.35703
socmob,randomforest,IsolationForest,3,45,1857.86870
socmob,randomforest,IsolationForest,4,46,1971.33573
socmob,randomforest,IQR,0,42,1851.54483
socmob,randomforest,IQR,1,43,1884.16243
socmob,randomforest,IQR,2,44,1826.23623
socmob,randomforest,IQR,3,45,1858.76524
socmob,randomforest,IQR,4,46,1838.17361
vehicle,mlp,None,0,42,0.85294
vehicle,mlp,None,1,43,0.80588
vehicle,mlp,None,2,44,0.76471
vehicle,mlp,None,3,45,0.83529
vehicle,mlp,None,4,46,0.79412
vehicle,mlp,ZScore,0,42,0.82941
vehicle,mlp,ZScore,1,43,0.78235
vehicle,mlp,ZScore,2,44,0.75294
vehicle,mlp,ZScore,3,45,0.83529
vehicle,mlp,ZScore,4,46,0.79412
vehicle,mlp,IsolationForest,0,42,0.82941
vehicle,mlp,IsolationForest,1,43,0.77059
vehicle,mlp,IsolationForest,2,44,0.78235
vehicle,mlp,IsolationForest,3,45,0.83529
vehicle,mlp,IsolationForest,4,46,0.78235
vehicle,mlp,IQR,0,42,0.82353
vehicle,mlp,IQR,1,43,0.75882
vehicle,mlp,IQR,2,44,0.75294
vehicle,mlp,IQR,3,45,0.78824
vehicle,mlp,IQR,4,46,0.78235
vehicle,xgboost,None,0,42,0.71176
vehicle,xgboost,None,1,43,0.74706
vehicle,xgboost,None,2,44,0.70000
vehicle,xgboost,None,3,45,0.75882
vehicle,xgboost,None,4,46,0.74118
vehicle,xgboost,ZScore,0,42,0.73529
vehicle,xgboost,ZScore,1,43,0.72941
vehicle,xgboost,ZScore,2,44,0.71176
vehicle,xgboost,ZScore,3,45,0.77647
vehicle,xgboost,ZScore,4,46,0.72941
vehicle,xgboost,IsolationForest,0,42,0.72941
vehicle,xgboost,IsolationForest,1,43,0.74118
vehicle,xgboost,IsolationForest,2,44,0.73529
vehicle,xgboost,IsolationForest,3,45,0.79412
vehicle,xgboost,IsolationForest,4,46,0.74118
vehicle,xgboost,IQR,0,42,0.72941
vehicle,xgboost,IQR,1,43,0.71176
vehicle,xgboost,IQR,2,44,0.70000
vehicle,xgboost,IQR,3,45,0.77647
vehicle,xgboost,IQR,4,46,0.74118
vehicle,randomforest,None,0,42,0.72353
vehicle,randomforest,None,1,43,0.70000
vehicle,randomforest,None,2,44,0.68824
vehicle,randomforest,None,3,45,0.74118
vehicle,randomforest,None,4,46,0.73529
vehicle,randomforest,ZScore,0,42,0.71765
vehicle,randomforest,ZScore,1,43,0.71765
vehicle,randomforest,ZScore,2,44,0.71765
vehicle,randomforest,ZScore,3,45,0.74706
vehicle,randomforest,ZScore,4,46,0.72941
vehicle,randomforest,IsolationForest,0,42,0.74706
vehicle,randomforest,IsolationForest,1,43,0.71765
vehicle,randomforest,IsolationForest,2,44,0.70588
vehicle,randomforest,IsolationForest,3,45,0.77059
vehicle,randomforest,IsolationForest,4,46,0.71765
vehicle,randomforest,IQR,0,42,0.71176
vehicle,randomforest,IQR,1,43,0.70588
vehicle,randomforest,IQR,2,44,0.71176
vehicle,randomforest,IQR,3,45,0.76471
vehicle,randomforest,IQR,4,46,0.75294
