dataset,model,detector,treatment,mean,std,train_size,removed,removed_pct,clipped_values,clipped_rows,clipped_pct,outlier_pct,time
wine_quality,mlp,IsolationForest,remove,0.551530,0.042414,3950,207.00,0.049796,0.00,0.00,0.000000,0.049796,2.557
wine_quality,mlp,LOF,remove,0.524347,0.014618,3949,207.20,0.049844,0.00,0.00,0.000000,0.049844,3.075
wine_quality,mlp,Autoencoder,remove,0.531112,0.014170,3948,209.00,0.050277,0.00,0.00,0.000000,0.050277,2.682
wine_quality,xgboost,None,remove,0.492732,0.014013,4157,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.152
wine_quality,xgboost,ZScore,remove,0.513837,0.014313,3842,314.40,0.075631,0.00,0.00,0.000000,0.075631,0.139
wine_quality,xgboost,ZScore,clip,0.493461,0.017755,4157,0.00,0.000000,353.40,314.40,0.075631,0.075631,0.144
wine_quality,xgboost,Percentile,remove,0.657002,0.029008,1756,2400.60,0.577484,0.00,0.00,0.000000,0.577484,0.113
wine_quality,xgboost,Percentile,clip,0.490320,0.007785,4157,0.00,0.000000,4240.20,2400.60,0.577484,0.577484,0.136
wine_quality,xgboost,IsolationForest,remove,0.523735,0.005676,3950,207.00,0.049796,0.00,0.00,0.000000,0.049796,0.136
wine_quality,xgboost,LOF,remove,0.499210,0.009587,3949,207.20,0.049844,0.00,0.00,0.000000,0.049844,0.137
wine_quality,xgboost,Autoencoder,remove,0.518252,0.011433,3948,209.00,0.050277,0.00,0.00,0.000000,0.050277,0.139
wine_quality,randomforest,None,remove,0.448703,0.007347,4157,0.00,0.000000,0.00,0.00,0.000000,0.000000,1.719
wine_quality,randomforest,ZScore,remove,0.461734,0.010634,3842,314.40,0.075631,0.00,0.00,0.000000,0.075631,1.382
wine_quality,randomforest,ZScore,clip,0.448708,0.008662,4157,0.00,0.000000,353.40,314.40,0.075631,0.075631,1.793
wine_quality,randomforest,Percentile,remove,0.574394,0.024442,1756,2400.60,0.577484,0.00,0.00,0.000000,0.577484,0.749
wine_quality,randomforest,Percentile,clip,0.449183,0.006936,4157,0.00,0.000000,4240.20,2400.60,0.577484,0.577484,1.556
wine_quality,randomforest,IsolationForest,remove,0.458542,0.009184,3950,207.00,0.049796,0.00,0.00,0.000000,0.049796,1.555
wine_quality,randomforest,LOF,remove,0.457544,0.009501,3949,207.20,0.049844,0.00,0.00,0.000000,0.049844,1.543
wine_quality,randomforest,Autoencoder,remove,0.471520,0.009660,3948,209.00,0.050277,0.00,0.00,0.000000,0.050277,1.342
